date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
3/30/2020,Pakistan,1861,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020,Pakistan,2039,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2020,Pakistan,2289,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020,Pakistan,2450,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2020,Pakistan,2708,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2020,Pakistan,2880,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2020,Pakistan,3287,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020,Pakistan,3864,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2020,Pakistan,4074,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020,Pakistan,4317,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020,Pakistan,4598,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020,Pakistan,4784,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020,Pakistan,5038,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2020,Pakistan,5374,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2020,Pakistan,5716,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2020,Pakistan,5985,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020,Pakistan,6528,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,Pakistan,7025,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,Pakistan,7479,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,Pakistan,7993,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,Pakistan,8420,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,Pakistan,9216,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,Pakistan,9771,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,Pakistan,10513,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,Pakistan,11155,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,Pakistan,11940,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,Pakistan,12723,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,Pakistan,13328,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,Pakistan,14079,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,Pakistan,14885,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,Pakistan,15827,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,Pakistan,16817,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2020,Pakistan,18114,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2020,Pakistan,19103,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2020,Pakistan,20186,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2020,Pakistan,21501,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2020,Pakistan,22550,,,,,,,,,,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2020,Pakistan,24073,,,,,,,,,,,,,,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2020,Pakistan,25837,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2020,Pakistan,27474,,,,,,,,,,,,,,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2020,Pakistan,29465,,,,,,,,,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2020,Pakistan,30941,,,,,,,,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2020,Pakistan,32081,,,,,,,,,,,,,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2020,Pakistan,34336,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2020,Pakistan,35788,,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2020,Pakistan,37218,,,,,,,,,,,,,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2020,Pakistan,38799,,,,,,,,,,,,,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2020,Pakistan,40151,,,,,,,,,,,,,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2020,Pakistan,42125,,,,,,,,,,,,,,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2020,Pakistan,43966,,,,,,,,,,,,,,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2020,Pakistan,45898,,,,,,,,,,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2020,Pakistan,48091,,,,,,,,,,,,,,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2020,Pakistan,50694,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2020,Pakistan,52437,,,,,,,,,,,,,,1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2020,Pakistan,54601,,,,,,,,,,,,,,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2020,Pakistan,56349,,,,,,,,,,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2020,Pakistan,57705,,,,,,,,,,,,,,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2020,Pakistan,59151,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2020,Pakistan,61392,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2020,Pakistan,64028,,,,,,,,,,,,,,1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2020,Pakistan,66457,,,,,,,,,,,,,,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2020,Pakistan,69496,,,,,,,,,,,,,,1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2020,Pakistan,72460,,,,,,,,,,,,,,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2020,Pakistan,76332,,,,,,,,,,,,,,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2020,Pakistan,80576,,,,,,,,,,,,,,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2020,Pakistan,84353,,,,,,,,,,,,,,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2020,Pakistan,89249,,,,,,,,,,,,,,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2020,Pakistan,93983,,,,,,,,,,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2020,Pakistan,98943,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2020,Pakistan,103671,,,,,,,,,,,,,,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2020,Pakistan,108317,,,,,,,,,,,,,,2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2020,Pakistan,113702,,,,,,,,,,,,,,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2020,Pakistan,119536,,,,,,,,,,,,,,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2020,Pakistan,125933,,,,,,,,,,,,,,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2020,Pakistan,132405,,,,,,,,,,,,,,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2020,Pakistan,139230,,,,,,,,,,,,,,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2020,Pakistan,144478,,,,,,,,,,,,,,2728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020,Pakistan,148921,,,,,,,,,,,,,,2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2020,Pakistan,154760,,,,,,,,,,,,,,2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2020,Pakistan,160118,,,,,,,,,,,,,,3093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020,Pakistan,165062,,,,,,,,,,,,,,3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2020,Pakistan,171666,,,,,,,,,,,,,,3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2020,Pakistan,176617,,,,,,,,,,,,,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2020,Pakistan,181088,,,,,,,,,,,,,,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2020,Pakistan,185034,,,,,,,,,,,,,,3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2020,Pakistan,188926,,,,,,,,,,,,,,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2020,Pakistan,192970,,,,,,,,,,,,,,3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2020,Pakistan,195745,,,,,,,,,,,,,,3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2020,Pakistan,198883,,,,,,,,,,,,,,4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2020,Pakistan,202955,,,,,,,,,,,,,,4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,Pakistan,206491,,,,,,,,,,,,,,4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,Pakistan,209337,,,,,,,,,,,,,,4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,Pakistan,213470,,,,,,,,,,,,,,4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,Pakistan,217809,,,,,,,,,,,,,,4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,Pakistan,221896,,,,,,,,,,,,,,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,Pakistan,225283,,,,,,,,,,,,,,4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,Pakistan,228474,,,,,,,,,,,,,,4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,Pakistan,231818,,,,,,,,,,,,,,4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2020,Pakistan,234509,,,,,,,,,,,,,,4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2020,Pakistan,237489,,,,,,,,,,,,,,4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2020,Pakistan,240848,,,,,,,,,,,,,,4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2020,Pakistan,243599,,,,,,,,,,,,,,5058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2020,Pakistan,246351,,,,,,,,,,,,,,5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2020,Pakistan,248856,,,,,,,,,,,,,,5197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2020,Pakistan,251625,,,,,,,,,,,,,,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2020,Pakistan,253604,,,,,,,,,,,,,,5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,Pakistan,255769,,,,,,,,,,,,,,5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2020,Pakistan,257914,,,,,,,,,,,,,,5426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020,Pakistan,259999,,,,,,,,,,,,,,5475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2020,Pakistan,261917,,,,,,,,,,,,,,5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2020,Pakistan,263496,,,,,,,,,,,,,,5568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2020,Pakistan,265083,,,,,,,,,,,,,,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2020,Pakistan,266096,,,,,,,,,,,,,,5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2020,Pakistan,267428,,,,,,,,,,,,,,5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2020,Pakistan,269191,,,,,,,,,,,,,,5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2020,Pakistan,270400,,,,,,,,,,,,,,5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2020,Pakistan,271887,,,,,,,,,,,,,,5787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2020,Pakistan,273113,,,,,,,,,,,,,,5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2020,Pakistan,274289,,,,,,,,,,,,,,5842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2020,Pakistan,275225,,,,,,,,,,,,,,5865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2020,Pakistan,276288,,,,,,,,,,,,,,5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020,Pakistan,277402,,,,,,,,,,,,,,5924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2020,Pakistan,278305,,,,,,,,,,,,,,5951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2020,Pakistan,279146,,,,,,,,,,,,,,5970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2020,Pakistan,279699,,,,,,,,,,,,,,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2020,Pakistan,280029,,,,,,,,,,,,,,5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2020,Pakistan,280461,,,,,,,,,,,,,,5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2020,Pakistan,281136,,,,,,,,,,,,,,6014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020,Pakistan,281863,,,,,,,,,,,,,,6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020,Pakistan,282645,,,,,,,,,,,,,,6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2020,Pakistan,283487,,,,,,,,,,,,,,6074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2020,Pakistan,284121,,,,,,,,,,,,,,6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2020,Pakistan,284660,,,,,,,,,,,,,,6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2020,Pakistan,285191,,,,,,,,,,,,,,6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2020,Pakistan,285921,,,,,,,,,,,,,,6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2020,Pakistan,286674,,,,,,,,,,,,,,6139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2020,Pakistan,287300,,,,,,,,,,,,,,6153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2020,Pakistan,288047,,,,,,,,,,,,,,6162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2020,Pakistan,288717,,,,,,,,,,,,,,6168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2020,Pakistan,289215,,,,,,,,,,,,,,6175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2020,Pakistan,289832,,,,,,,,,,,,,,6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2020,Pakistan,290445,,,,,,,,,,,,,,6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2020,Pakistan,290958,,,,,,,,,,,,,,6209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2020,Pakistan,291588,,,,,,,,,,,,,,6219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2020,Pakistan,292174,,,,,,,,,,,,,,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2020,Pakistan,292765,,,,,,,,,,,,,,6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2020,Pakistan,293261,,,,,,,,,,,,,,6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,Pakistan,293711,,,,,,,,,,,,,,6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,Pakistan,294193,,,,,,,,,,,,,,6267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2020,Pakistan,294638,,,,,,,,,,,,,,6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2020,Pakistan,295053,,,,,,,,,,,,,,6283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2020,Pakistan,295372,,,,,,,,,,,,,,6284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2020,Pakistan,295636,,,,,,,,,,,,,,6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2020,Pakistan,295849,,,,,,,,,,,,,,6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2020,Pakistan,296149,,,,,,,,,,,,,,6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2020,Pakistan,296590,,,,,,,,,,,,,,6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2020,Pakistan,297014,,,,,,,,,,,,,,6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2020,Pakistan,297512,,,,,,,,,,,,,,6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2020,Pakistan,298025,,,,,,,,,,,,,,6340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2020,Pakistan,298509,,,,,,,,,,,,,,6342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2020,Pakistan,298903,,,,,,,,,,,,,,6345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2020,Pakistan,299233,,,,,,,,,,,,,,6350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2020,Pakistan,299414,,,,,,,,,,,,,,6359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
