date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
9/9/2020,Pakistan,299823,,,,,,,,,,,,,,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2020,Pakistan,300371,,,,,,,,,,,,,,6370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2020,Pakistan,300955,,,,,,,,,,,,,,6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2020,Pakistan,301481,,,,,,,,,,,,,,6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2020,Pakistan,302020,,,,,,,,,,,,,,6383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2020,Pakistan,302424,,,,,,,,,,,,,,6389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2020,Pakistan,303089,,,,,,,,,,,,,,6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2020,Pakistan,303634,,,,,,,,,,,,,,6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2020,Pakistan,304386,,,,,,,,,,,,,,6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2020,Pakistan,305031,,,,,,,,,,,,,,6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2020,Pakistan,305671,,,,,,,,,,,,,,6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2020,Pakistan,306304,,,,,,,,,,,,,,6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2020,Pakistan,306886,,,,,,,,,,,,,,6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2020,Pakistan,307418,,,,,,,,,,,,,,6432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2020,Pakistan,308217,,,,,,,,,,,,,,6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2020,Pakistan,309015,,,,,,,,,,,,,,6444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2020,Pakistan,309581,,,,,,,,,,,,,,6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2020,Pakistan,310275,,,,,,,,,,,,,,6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2020,Pakistan,310844,,,,,,,,,,,,,,6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2020,Pakistan,311516,,,,,,,,,,,,,,6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2020,Pakistan,312263,,,,,,,,,,,,,,6479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2020,Pakistan,312806,,,,,,,,,,,,,,6484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2020,Pakistan,313431,,,,,,,,,,,,,,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2020,Pakistan,313984,,,,,,,,,,,,,,6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2020,Pakistan,314616,,,,,,,,,,,,,,6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2020,Pakistan,315260,,,,,,,,,,,,,,6517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2020,Pakistan,315727,,,,,,,,,,,,,,6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2020,Pakistan,316351,,,,,,,,,,,,,,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2020,Pakistan,316934,,,,,,,,,,,,,,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2020,Pakistan,317595,,,,,,,,,,,,,,6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2020,Pakistan,318266,,,,,,,,,,,,,,6558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2020,Pakistan,318932,,,,,,,,,,,,,,6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,Pakistan,319317,,,,,,,,,,,,,,6580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2020,Pakistan,319848,,,,,,,,,,,,,,6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2020,Pakistan,320463,,,,,,,,,,,,,,6601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2020,Pakistan,321218,,,,,,,,,,,,,,6614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2020,Pakistan,321811,,,,,,,,,,,,,,6621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
