date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
4/20/2020,KPK,1276,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,KPK,1367,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,KPK,1453,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,KPK,1541,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2020,KPK,1708,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2020,KPK,1793,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2020,KPK,1864,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020,KPK,1984,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020,KPK,2160,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020,KPK,2313,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2020,KPK,2627,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2020,KPK,2799,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2020,KPK,2907,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2020,KPK,3129,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2020,KPK,3288,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2020,KPK,3499,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2020,KPK,3712,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2020,KPK,3956,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2020,KPK,4327,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2020,KPK,4509,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2020,KPK,4669,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2020,KPK,4875,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2020,KPK,5021,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2020,KPK,5252,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2020,KPK,5423,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2020,KPK,5678,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2020,KPK,5847,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2020,KPK,6061,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2020,KPK,6230,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2020,KPK,6554,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2020,KPK,6815,,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2020,KPK,7155,,,,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2020,KPK,7391,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2020,KPK,7685,,,,,,,,,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2020,KPK,7905,,,,,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2020,KPK,8080,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2020,KPK,8259,,,,,,,,,,,,,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2020,KPK,8483,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2020,KPK,8842,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2020,KPK,9067,,,,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2020,KPK,9540,,,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2020,KPK,10027,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2020,KPK,10485,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2020,KPK,10897,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2020,KPK,11373,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2020,KPK,11890,,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2020,KPK,12459,,,,,,,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2020,KPK,13001,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2020,KPK,13487,,,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2020,KPK,14006,,,,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2020,KPK,14527,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2020,KPK,15206,,,,,,,,,,,,,,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2020,KPK,15787,,,,,,,,,,,,,,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2020,KPK,16415,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2020,KPK,17450,,,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2020,KPK,18013,,,,,,,,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2020,KPK,18472,,,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2020,KPK,19107,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2020,KPK,19613,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2020,KPK,20182,,,,,,,,,,,,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2020,KPK,20790,,,,,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2020,KPK,21444,,,,,,,,,,,,,,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2020,KPK,21997,,,,,,,,,,,,,,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2020,KPK,22633,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2020,KPK,23388,,,,,,,,,,,,,,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2020,KPK,23887,,,,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2020,KPK,24303,,,,,,,,,,,,,,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2020,KPK,24943,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2020,KPK,25380,,,,,,,,,,,,,,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2020,KPK,25778,,,,,,,,,,,,,,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2020,KPK,26115,,,,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2020,KPK,26598,,,,,,,,,,,,,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2020,KPK,26938,,,,,,,,,,,,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2020,KPK,27170,,,,,,,,,,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2020,KPK,27506,,,,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020,KPK,27843,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020,KPK,28116,,,,,,,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2020,KPK,28236,,,,,,,,,,,,,,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2020,KPK,28681,,,,,,,,,,,,,,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2020,KPK,29052,,,,,,,,,,,,,,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2020,KPK,29406,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2020,KPK,29775,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2020,KPK,30078,,,,,,,,,,,,,,1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2020,KPK,30486,,,,,,,,,,,,,,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2020,KPK,30747,,,,,,,,,,,,,,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2020,KPK,31001,,,,,,,,,,,,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2020,KPK,31217,,,,,,,,,,,,,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2020,KPK,31486,,,,,,,,,,,,,,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2020,KPK,31669,,,,,,,,,,,,,,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2020,KPK,31890,,,,,,,,,,,,,,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/2020,KPK,32086,,,,,,,,,,,,,,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2020,KPK,32243,,,,,,,,,,,,,,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2020,KPK,32523,,,,,,,,,,,,,,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2020,KPK,32753,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2020,KPK,32898,,,,,,,,,,,,,,1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2020,KPK,33071,,,,,,,,,,,,,,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2020,KPK,33220,,,,,,,,,,,,,,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/2020,KPK,33397,,,,,,,,,,,,,,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2020,KPK,33510,,,,,,,,,,,,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2020,KPK,33724,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2020,KPK,33845,,,,,,,,,,,,,,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2020,KPK,33958,,,,,,,,,,,,,,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2020,KPK,34056,,,,,,,,,,,,,,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2020,KPK,34160,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2020,KPK,34223,,,,,,,,,,,,,,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2020,KPK,34253,,,,,,,,,,,,,,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2020,KPK,34324,,,,,,,,,,,,,,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020,KPK,34359,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020,KPK,34432,,,,,,,,,,,,,,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2020,KPK,34539,,,,,,,,,,,,,,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2020,KPK,34635,,,,,,,,,,,,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2020,KPK,34692,,,,,,,,,,,,,,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2020,KPK,34755,,,,,,,,,,,,,,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2020,KPK,34859,,,,,,,,,,,,,,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2020,KPK,34947,,,,,,,,,,,,,,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2020,KPK,35021,,,,,,,,,,,,,,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2020,KPK,35091,,,,,,,,,,,,,,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2020,KPK,35153,,,,,,,,,,,,,,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2020,KPK,35215,,,,,,,,,,,,,,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2020,KPK,35337,,,,,,,,,,,,,,1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2020,KPK,35401,,,,,,,,,,,,,,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2020,KPK,35468,,,,,,,,,,,,,,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2020,KPK,35545,,,,,,,,,,,,,,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2020,KPK,35602,,,,,,,,,,,,,,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2020,KPK,35720,,,,,,,,,,,,,,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2020,KPK,35766,,,,,,,,,,,,,,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,KPK,35796,,,,,,,,,,,,,,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,KPK,35831,,,,,,,,,,,,,,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2020,KPK,35893,,,,,,,,,,,,,,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2020,KPK,35923,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2020,KPK,35971,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2020,KPK,36017,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2020,KPK,36044,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2020,KPK,36118,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2020,KPK,36265,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2020,KPK,36340,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2020,KPK,36414,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2020,KPK,36498,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2020,KPK,36591,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2020,KPK,36625,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2020,KPK,36663,,,,,,,,,,,,,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2020,KPK,36711,,,,,,,,,,,,,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020,KPK,36755,,,,,,,,,,,,,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2020,KPK,36823,,,,,,,,,,,,,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2020,KPK,36862,,,,,,,,,,,,,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2020,KPK,36942,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2020,KPK,36992,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2020,KPK,37079,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2020,KPK,37140,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2020,KPK,37185,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2020,KPK,37242,,,,,,,,,,,,,,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2020,KPK,37270,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2020,KPK,37317,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2020,KPK,37357,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2020,KPK,37387,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2020,KPK,37418,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2020,KPK,37470,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2020,KPK,37525,,,,,,,,,,,,,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2020,KPK,37588,,,,,,,,,,,,,,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2020,KPK,37617,,,,,,,,,,,,,,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2020,KPK,37704,,,,,,,,,,,,,,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2020,KPK,37727,,,,,,,,,,,,,,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2020,KPK,37776,,,,,,,,,,,,,,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2020,KPK,37811,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2020,KPK,37845,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2020,KPK,37908,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2020,KPK,37973,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2020,KPK,38076,,,,,,,,,,,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2020,KPK,38105,,,,,,,,,,,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2020,KPK,38141,,,,,,,,,,,,,,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2020,KPK,38175,,,,,,,,,,,,,,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2020,Balochistan,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2020,Balochistan,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2020,Balochistan,6,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2020,Balochistan,6,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2020,Balochistan,11,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2020,Balochistan,14,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2020,Balochistan,15,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2020,Balochistan,23,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2020,Balochistan,81,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2020,Balochistan,103,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2020,Balochistan,104,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2020,Balochistan,108,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2020,Balochistan,110,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2020,Balochistan,115,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2020,Balochistan,131,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2020,Balochistan,131,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2020,Balochistan,133,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2020,Balochistan,138,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2020,Balochistan,144,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2020,Balochistan,153,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020,Balochistan,158,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2020,Balochistan,169,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
